task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
spam,1957,Update_Now Xmas,1083,. Text FA,1722,On,2121,Fancy flirt Reply,2260,well babe,1237,Haiz ...,2447,IM,1023,messages until,1530,! Chat UK,1479,. C,2197,Â£750 .,1836,FUCKIN SHOWR,1808,S. points,812,billed Netcollex,1003,hold of,1079,Orh,842,In,1214,chennai for,2610,Txt,190,Damn zac
spam,695,8714714 -,1296,Dude What,1017,money than,1931,wml?id=820554ad0a1705572711&first trueÂ¡C,1932,Wewa 130 .,736,bout,1546,one .,2663,Urgh,82,Wewa . Iriver,1990,minute BT,66,84199,1487,FREE,1368,thanks lot,2133,! chat,1943,water dock,1946,cause to,1395,8714714 - UR,510,million,2562,4 bx420-ip4 -,1050,R*reveal who
spam,1641,in ten ....,1983,Mark 2 !,1147,2 Mark .,1971,Call 08001950382,1401,man of,639,problem,774,charles about,168,As,2468,. girl,2490,colour phone DeliveredTomorrow,1146,Win High,1687,cut road,189,2 crowd,167,reach Pl,2099,Call 09058094454 land,2025,4thNOV.BEHIND FUCKINNICE!SELFISH,1435,AFEW AGO.CUSOON HONI,2389,crab Crab,383,800 redeemed,2597,2 !
spam,2615,paypal Voila,2044,Offer Motorola,2337,trueÂ¡C RingtoneÂ ¡,1416,contact with,749,FreeMsg :,1696,line Call,200,2 spell,349,. 2morrow,1030,John John is,607,demand it.i,1455,* kiss,417,who to,592,EY !,2536,3,2674,wml?id=820554ad0a1705572711&first trueÂ¡C C,2648,* Costa Del Sol,820,4.50,635,DAYS AGO.CUSOON,1454,2 for,1982,TnC
spam,785,end of,225,Thk,2225,"Urgh ,",461,ones Gud ),2783,. 3 Lover,2119,. 09094646899,2046,account,1012,( 8th,2016,Two,1010,INDIA CUST SED,2901,Woodland,387,NOKIA to,1298,Rajitha Ranju,2319,T . Â£3.00,673,DATEBox1282EssexCM61XN min 18,2655,science Y,2802,ads 150p,347,EY CALM,2140,edward Behind,2608,2morrow ..
spam,2436,one next,1375,087187272008 NOW1,1201,. wan 2,1103,.. Ni8;-,2897,Call 09094646899 !,2619,2 r,1587,at four,707,tons coins,847,Call,631,thanks for,1328,win,1914,hmmross STOP,370,FreeMsg : flirt,900,Ni8;-,1796,"after 9 ,",1119,afternoon sexy,1408,Motorola with 1/2price,980,Kit Strip,1820,. OptOut,85,yahoo email
spam,177,80488 500,807,am wednesday,915,rubber place,59,Ta,784,UR,1213,Pound prize claim,181,to 07786200117,1716,u jus,1862,by,921,Man week,229,IF,1279,C Suprman Matrix3,1950,ericsson oso,2061,UR -,2649,STORE . SkilGme,2733,! Txt,2445,truth Expression,1075,3 !,2127,cut Hee,1615,2 with
spam,803,08715203652 : 42810,2154,. way,309,Tuesday .,972,. Haiz,1467,guy you:-,209,Netcollex Ltd. PO 1013,1160,RT KIng Pro,402,! 4 Costa,2446,MUSIC to,2425,ten my,1100,Bristol road,2187,chance claim,2678,. Who,1457,! 4,1881,""" CHA",875,thinks UR,1280,r to,1737,u Pl,2066,Congrats year,103,5.30
spam,1162,2005 . Text,146,to 85555,752,four need,1465,e mode,238,! What,61,logo lover,2673,offers T Cs,1387,to 2,2287,fun,2958,2morrow,1461,call 08718726978,394,U ME LIKE,2286,Voila !,324,two 'll,93,colour DeliveredTomorrow ?,1851,300 to,2224,0800 0721072,1929,called in,1501,money HAUGHAIGHGTUJHYGUJ,1381,two .
spam,1288,... lot,165,Motorola 12mths,2560,. gd,2434,! 08081560665,960,text TONE FLAG,2092,a New,516,problem at,2849,fact,2540,TsandCs,1263,have Â£750 Pound,1547,Haiyoh ...,1197,B,1140,Dear,1867,da:)i of,1168,SEE U TOMORROW,2229,Waaaat,271,in Vegas,1218,Earth,553,09066362231 !,1229,Cos sis
spam,2273,500 - net,1068,Den on,478,) Dear Helen,242,babe that,2498,. home,962,Fuck Merry to,1080,. Goto,1332,A BEAUTIFUL,627,Club at,2915,B'tooth*. Call Mobileupd8 08001950382,2895,. Two nurses,544,tap spile seven,1618,Â£750 prize 2,732,words on,2279,money to,2079,2go.did,1096,Mobiles from,2751,At,848,09094646899 Cheap,308,until December
